종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"314130","지놈앤컴퍼니","KOSDAQ","제약","35450","1400","4.11","478960341500"
"389030","지니너스","KOSDAQ","기타서비스","12300","-50","-0.40","133692574500"
"043610","지니뮤직","KOSDAQ","디지털컨텐츠","5580","60","1.09","324284144040"
"263860","지니언스","KOSDAQ","소프트웨어","11900","-500","-4.03","112390740000"
"303030","지니틱스","KOSDAQ","반도체","3360","105","3.23","120105444480"
"036180","지더블유바이텍","KOSDAQ","유통","2300","40","1.77","74951928500"
"208350","지란지교시큐리티","KOSDAQ","출판·매체복제","6060","140","2.36","50337638460"
"114570","지스마트글로벌","KOSDAQ","유통","620","0","0.00","7030424280"
"144510","지씨셀","KOSDAQ","기타서비스","96600","-1500","-1.53","1526313230400"
"382480","지아이텍","KOSDAQ","기계·장비","21800","-250","-1.13","171597130400"
"382800","지앤비에스엔지니어링","KOSDAQ","기계·장비","20650","-400","-1.90","147949361700"
"051160","지어소프트","KOSDAQ","소프트웨어","18250","-350","-1.88","265985628750"
"053050","지에스이","KOSDAQ","전기·가스·수도","3445","-150","-4.17","103307271665"
"119850","지엔씨에너지","KOSDAQ","일반전기전자","4765","0","0.00","78379051385"
"270520","지엔원에너지","KOSDAQ","기타서비스","2780","-5","-0.18","86760764240"
"065060","지엔코","KOSDAQ","섬유·의류","670","4","0.60","65665389480"
"204840","지엘팜텍","KOSDAQ","기타서비스","1215","-15","-1.22","75152684115"
"311320","지오엘리먼트","KOSDAQ","일반전기전자","37600","-1900","-4.81","232872216000"
"219750","지티지웰니스","KOSDAQ","의료·정밀기기","2130","110","5.45","37148878440"
"018120","진로발효","KOSDAQ","음식료·담배","31700","0","0.00","209889504000"
"109820","진매트릭스","KOSDAQ","기타서비스","10100","-100","-0.98","205975764000"
"086060","진바이오텍","KOSDAQ","음식료·담배","5210","-40","-0.76","44861158270"
"036890","진성티이씨","KOSDAQ","기계·장비","10150","50","0.50","228195020200"
"363250","진시스템","KOSDAQ","의료·정밀기기","11350","-250","-2.16","78078693000"
"007370","진양제약","KOSDAQ","제약","6800","-20","-0.29","81600000000"
"085660","차바이오텍","KOSDAQ","제약","19000","50","0.26","1068950108000"
"261780","차백신연구소","KOSDAQ","기타서비스","10500","-100","-0.94","277506201000"
"158310","참존글로벌","KOSDAQ","기계·장비","1680","0","0.00","80373095040"
"094850","참좋은여행","KOSDAQ","기타서비스","13350","250","1.91","186900000000"
"004650","창해에탄올","KOSDAQ","음식료·담배","13850","50","0.36","127293757250"
"311690","천랩","KOSDAQ","기타서비스","45300","1050","2.37","266077341600"
"278280","천보","KOSDAQ","화학","332200","-700","-0.21","3322000000000"
"096240","청담러닝","KOSDAQ","기타서비스","33200","300","0.91","249791023200"
"066360","체리부로","KOSDAQ","음식료·담배","1390","35","2.58","65152599860"
"047820","초록뱀미디어","KOSDAQ","오락·문화","3075","-25","-0.81","661259872575"
"052300","초록뱀컴퍼니","KOSDAQ","운송","1420","0","0.00","127952878620"
"094360","칩스앤미디어","KOSDAQ","반도체","24200","-400","-1.63","233295623000"
"016920","카스","KOSDAQ","유통","5050","415","8.95","120920724900"
"284620","카이노스메드","KOSDAQ","기타서비스","2350","30","1.29","259003261900"
"293490","카카오게임즈","KOSDAQ","디지털컨텐츠","90700","1000","1.11","7021187404900"
"042000","카페24","KOSDAQ","인터넷","26650","-300","-1.11","599550326700"
"317530","캐리소프트","KOSDAQ","오락·문화","11700","400","3.54","81328993200"
"071850","캐스텍코리아","KOSDAQ","운송장비·부품","3220","25","0.78","53352785360"
"180400","캔서롭","KOSDAQ","기타서비스","7740","0","0.00","222082929900"
"050110","캠시스","KOSDAQ","IT부품","1800","-10","-0.55","132883412400"
"900310","컬러레이","KOSDAQ","금융","1385","-5","-0.36","74790000000"
"078340","컴투스","KOSDAQ","디지털컨텐츠","161000","2200","1.39","2071493620000"
"063080","컴투스홀딩스","KOSDAQ","디지털컨텐츠","188700","16500","9.58","1244512730400"
"307930","컴퍼니케이","KOSDAQ","금융","7950","200","2.58","124099500000"
"263700","케어랩스","KOSDAQ","소프트웨어","9850","170","1.76","169774915200"
"214370","케어젠","KOSDAQ","제약","66400","-100","-0.15","713335200000"
"221980","케이디켐","KOSDAQ","화학","20000","-600","-2.91","80696000000"
"323940","케이비제18호스팩","KOSDAQ","금융","2035","0","0.00","15917770000"
"330990","케이비제19호스팩","KOSDAQ","금융","2050","0","0.00","8817050000"
"342550","케이비제20호스팩","KOSDAQ","금융","2070","5","0.24","13457070000"
"192250","케이사인","KOSDAQ","소프트웨어","2420","20","0.83","171024441940"
"115500","케이씨에스","KOSDAQ","컴퓨터서비스","6720","170","2.60","80640000000"
"089150","케이씨티","KOSDAQ","컴퓨터서비스","5820","190","3.37","99813000000"
"025880","케이씨피드","KOSDAQ","음식료·담배","3195","50","1.59","53407166310"
"093320","케이아이엔엑스","KOSDAQ","인터넷","50200","900","1.83","244976000000"
"073010","케이에스피","KOSDAQ","기계·장비","1700","5","0.29","61526836900"
"105330","케이엔더블유","KOSDAQ","일반전기전자","13500","-350","-2.53","163827657000"
"272110","케이엔제이","KOSDAQ","기계·장비","15200","-150","-0.98","120466004000"
"039420","케이엘넷","KOSDAQ","통신서비스","3765","-20","-0.53","90942558450"
"083550","케이엠","KOSDAQ","섬유·의류","8690","-10","-0.11","93461940660"
"032500","케이엠더블유","KOSDAQ","통신장비","40300","-250","-0.62","1604781584900"
"225430","케이엠제약","KOSDAQ","화학","2155","5","0.23","60096592750"
"298870","케이티비네트워크","KOSDAQ","금융","5290","0","0.00","529000000000"
"036030","케이티알파","KOSDAQ","유통","7300","30","0.41","357840765900"
"064820","케이프","KOSDAQ","운송장비·부품","4650","140","3.10","143693035200"
"347140","케이프이에스제4호","KOSDAQ","금융","2060","-30","-1.44","6198540000"
"256940","케이피에스","KOSDAQ","반도체","11800","0","0.00","218724693800"
"024880","케이피에프","KOSDAQ","금속","4630","5","0.11","82035497500"
"042040","케이피엠테크","KOSDAQ","화학","1080","0","0.00","157331947320"
"054410","케이피티유","KOSDAQ","금속","6330","-60","-0.94","32029800000"
"274090","켄코아에어로스페이스","KOSDAQ","운송장비·부품","12550","250","2.03","147890304400"
"217600","켐온","KOSDAQ","기타서비스","3800","-255","-6.29","242673092000"
"089010","켐트로닉스","KOSDAQ","화학","27700","-350","-1.25","411570948900"
"220260","켐트로스","KOSDAQ","화학","11800","-200","-1.67","313388022600"
"052400","코나아이","KOSDAQ","소프트웨어","29050","1500","5.44","451992377900"
"046070","코다코","KOSDAQ","운송장비·부품","1400","55","4.09","54689958400"
"047770","코데즈컴바인","KOSDAQ","섬유·의류","2540","-20","-0.78","96120209080"
"078940","코드네이처","KOSDAQ","건설","2035","-40","-1.93","66039862735"
"080530","코디","KOSDAQ","화학","1495","-10","-0.66","42295490510"
"224060","코디엠","KOSDAQ","반도체","210","-2","-0.94","57489618480"
"104540","코렌텍","KOSDAQ","의료·정밀기기","11900","50","0.42","140773453800"
"027050","코리아나","KOSDAQ","화학","3850","5","0.13","154000000000"
"290510","코리아센터","KOSDAQ","소프트웨어","6710","-20","-0.30","511306274270"
"190650","코리아에셋투자증권","KOSDAQ","금융","11400","-100","-0.87","72823200000"
"101670","코리아에스이","KOSDAQ","금속","1405","-30","-2.09","26554500000"
"123410","코리아에프티","KOSDAQ","운송장비·부품","3345","55","1.67","93128359080"
"036690","코맥스","KOSDAQ","통신장비","5030","-20","-0.40","76895274930"
"049430","코메론","KOSDAQ","의료·정밀기기","10600","150","1.44","95908800000"
"183300","코미코","KOSDAQ","반도체","67400","-1400","-2.03","675378127800"
"041960","코미팜","KOSDAQ","제약","8350","-50","-0.60","535952064600"
"089890","코세스","KOSDAQ","반도체","11400","200","1.79","189068566800"
"009730","코센","KOSDAQ","금속","2715","0","0.00","26398998420"
"082660","코스나인","KOSDAQ","화학","926","-26","-2.73","44403952958"
"222040","코스맥스엔비티","KOSDAQ","음식료·담배","5840","40","0.69","120467520000"
"241710","코스메카코리아","KOSDAQ","화학","12650","0","0.00","135102000000"
"069110","코스온","KOSDAQ","화학","2630","0","0.00","62963935800"
"166480","코아스템","KOSDAQ","제약","18100","1500","9.04","287227795900"
"045970","코아시아","KOSDAQ","IT부품","9640","-10","-0.10","253675404640"
"196450","코아시아옵틱스","KOSDAQ","의료·정밀기기","2335","35","1.52","96278181710"
"029960","코엔텍","KOSDAQ","기타서비스","9270","80","0.87","463500000000"
"102940","코오롱생명과학","KOSDAQ","제약","38400","-200","-0.52","438234470400"
"950160","코오롱티슈진","KOSDAQ","제약","8010","0","0.00","489551575500"
"033290","코웰패션","KOSDAQ","유통","7900","50","0.64","699151848600"
"056360","코위버","KOSDAQ","통신장비","7420","20","0.27","72692256000"
"282880","코윈테크","KOSDAQ","기계·장비","28900","-500","-1.70","273828887200"
"121850","코이즈","KOSDAQ","IT부품","7350","-650","-8.13","122114186250"
"015710","코콤","KOSDAQ","통신장비","6380","40","0.63","111844590000"
"052330","코텍","KOSDAQ","정보기기","9950","170","1.74","154966792400"
"322780","코퍼스코리아","KOSDAQ","오락·문화","3050","-85","-2.71","109054805700"
"126600","코프라","KOSDAQ","화학","11050","0","0.00","233327755700"
"200130","콜마비앤에이치","KOSDAQ","제약","31300","350","1.13","924713365400"
"294570","쿠콘","KOSDAQ","소프트웨어","71000","-900","-1.25","716509635000"
"317690","퀀타매트릭스","KOSDAQ","의료·정밀기기","10700","-50","-0.47","176301877700"
"365270","큐라클","KOSDAQ","기타서비스","22650","-150","-0.66","310021150200"
"060280","큐렉소","KOSDAQ","유통","7160","-20","-0.28","239493902040"
"040350","큐로컴","KOSDAQ","컴퓨터서비스","1100","-5","-0.45","138570819200"
"051780","큐로홀딩스","KOSDAQ","유통","505","-12","-2.32","62833337250"
"115180","큐리언트","KOSDAQ","기타서비스","30300","0","0.00","269168898600"
"182360","큐브엔터","KOSDAQ","오락·문화","24600","2050","9.09","339595300200"
"066310","큐에스아이","KOSDAQ","반도체","22850","-450","-1.93","202939121700"
"016600","큐캐피탈","KOSDAQ","금융","575","-7","-1.20","102291118850"
"043590","크로바하이텍","KOSDAQ","반도체","2485","0","0.00","76427772855"
"114120","크루셜텍","KOSDAQ","IT부품","1325","0","0.00","27773742375"
"110790","크리스에프앤씨","KOSDAQ","섬유·의류","42500","200","0.47","497907900000"
"900250","크리스탈신소재","KOSDAQ","금융","1325","-20","-1.49","89813603900"
"083790","크리스탈지노믹스","KOSDAQ","기타서비스","6530","0","0.00","452179553580"
"045520","크린앤사이언스","KOSDAQ","기계·장비","19950","0","0.00","129675000000"
"036170","클라우드에어","KOSDAQ","반도체","1480","15","1.02","82927793640"
"214150","클래시스","KOSDAQ","의료·정밀기기","18650","-100","-0.53","1206969513600"
"352770","클리노믹스","KOSDAQ","기타서비스","12600","100","0.80","169723776600"
"237880","클리오","KOSDAQ","화학","18050","-200","-1.10","315040061150"
"139670","키네마스터","KOSDAQ","소프트웨어","19900","-550","-2.69","269571509300"
"054780","키이스트","KOSDAQ","오락·문화","12750","550","4.51","231131974500"
"219130","타이거일렉","KOSDAQ","반도체","22600","5200","29.89","142702954000"
"065130","탑엔지니어링","KOSDAQ","기계·장비","8290","30","0.36","132443170530"
"023160","태광","KOSDAQ","금속","10550","50","0.48","279575000000"
"053620","태양","KOSDAQ","금속","9000","30","0.33","77400000000"
"044490","태웅","KOSDAQ","금속","12500","0","0.00","250092262500"
"124560","태웅로직스","KOSDAQ","운송","8730","-20","-0.23","170556194160"
"191420","테고사이언스","KOSDAQ","제약","22200","200","0.91","180016114800"
"073640","테라사이언스","KOSDAQ","금속","1900","20","1.06","139374332800"
"182690","테라셈","KOSDAQ","반도체","1440","0","0.00","30474933120"
"066700","테라젠이텍스","KOSDAQ","제약","6440","20","0.31","209135361400"
"095610","테스","KOSDAQ","반도체","28850","150","0.52","570313320100"
"131970","테스나","KOSDAQ","반도체","48950","-650","-1.31","722481294150"
"089030","테크윙","KOSDAQ","반도체","22750","600","2.71","441085372000"
"054450","텔레칩스","KOSDAQ","반도체","17200","-300","-1.71","232301669200"
"091440","텔레필드","KOSDAQ","통신장비","2580","45","1.78","23673757500"
"200230","텔콘RF제약","KOSDAQ","통신장비","2825","-35","-1.22","247212958900"
"215480","토박스코리아","KOSDAQ","유통","1420","0","0.00","68266200380"
"051360","토비스","KOSDAQ","정보기기","8100","40","0.50","135408169800"
"045340","토탈소프트","KOSDAQ","소프트웨어","9780","470","5.05","83697631200"
"108230","톱텍","KOSDAQ","기계·장비","8590","130","1.54","326619674550"
"079970","투비소프트","KOSDAQ","소프트웨어","1990","-20","-1.00","81294763600"
"199800","툴젠","KOSDAQ","기타서비스","81300","-2200","-2.63","638402315100"
"105550","트루윈","KOSDAQ","일반전기전자","8120","-60","-0.73","161434986720"
"290090","트윔","KOSDAQ","소프트웨어","27350","-1000","-3.53","198523858700"
"026150","특수건설","KOSDAQ","건설","10150","150","1.50","178095259650"
"322180","티라유텍","KOSDAQ","소프트웨어","12300","-250","-1.99","67234875000"
"117730","티로보틱스","KOSDAQ","기계·장비","9760","480","5.17","137785170080"
"033830","티비씨","KOSDAQ","방송서비스","1365","-20","-1.44","136500000000"
"057680","티사이언티픽","KOSDAQ","디지털컨텐츠","4665","235","5.30","221675869095"
"064760","티씨케이","KOSDAQ","반도체","146500","-2100","-1.41","1710387500000"
"246710","티앤알바이오팹","KOSDAQ","제약","47150","150","0.32","487530622800"
"340570","티앤엘","KOSDAQ","제약","43800","50","0.11","356006400000"
"277880","티에스아이","KOSDAQ","기계·장비","10350","250","2.48","191829280500"
"131290","티에스이","KOSDAQ","반도체","72900","900","1.25","806378174100"
"356860","티엘비","KOSDAQ","일반전기전자","38900","-300","-0.77","191244653500"
"062860","티엘아이","KOSDAQ","반도체","6490","100","1.56","64073952800"
"321550","티움바이오","KOSDAQ","기타서비스","19150","-100","-0.52","458014877900"
"104480","티케이케미칼","KOSDAQ","화학","5590","-40","-0.71","508105476060"
"081150","티플랙스","KOSDAQ","금속","4250","55","1.31","103140708500"
"130740","티피씨글로벌","KOSDAQ","운송장비·부품","3955","-70","-1.74","44599265445"
"084730","팅크웨어","KOSDAQ","통신장비","20100","-550","-2.66","209556208200"
"046210","파나진","KOSDAQ","의료·정밀기기","3820","50","1.33","122762041200"
"058530","파나케이아","KOSDAQ","유통","1620","0","0.00","29287053360"
"034230","파라다이스","KOSDAQ","오락·문화","15000","100","0.67","1364140080000"
"033540","파라텍","KOSDAQ","기계·장비","2195","-60","-2.66","110046612545"
"043200","파루","KOSDAQ","IT부품","1010","0","0.00","42222358150"
"214450","파마리서치","KOSDAQ","제약","78000","-700","-0.89","788730540000"
"208340","파멥신","KOSDAQ","제약","7610","140","1.87","195415561460"
"177830","파버나인","KOSDAQ","일반전기전자","4500","0","0.00","63894168000"
"037070","파세코","KOSDAQ","일반전기전자","21450","-450","-2.05","300300000000"
"150900","파수","KOSDAQ","소프트웨어","12550","-200","-1.57","145704521100"
"037030","파워넷","KOSDAQ","일반전기전자","5410","0","0.00","93557526630"
"047310","파워로직스","KOSDAQ","IT부품","7820","120","1.56","269172079240"
"170790","파이오링크","KOSDAQ","통신장비","17200","-150","-0.86","117928876000"
"049120","파인디앤씨","KOSDAQ","IT부품","2485","-25","-1.00","69742193465"
"038950","파인디지털","KOSDAQ","통신장비","6480","30","0.47","66165757200"
"106240","파인테크닉스","KOSDAQ","IT부품","12200","250","2.09","551346901800"
"131760","파인텍","KOSDAQ","IT부품","1645","10","0.61","70614574485"
"065690","파커스","KOSDAQ","IT부품","3110","15","0.48","43693419410"
"140860","파크시스템스","KOSDAQ","의료·정밀기기","146200","200","0.14","1008531898600"
"091700","파트론","KOSDAQ","IT부품","13150","50","0.38","712156791500"
"032800","판타지오","KOSDAQ","오락·문화","88","0","0.00","56919162080"
"318010","팜스빌","KOSDAQ","음식료·담배","13600","250","1.87","107838996800"
"027710","팜스토리","KOSDAQ","음식료·담배","2395","5","0.21","266842757000"
"225590","패션플랫폼","KOSDAQ","섬유·의류","1735","25","1.46","46214697055"
"054300","팬스타엔터프라이즈","KOSDAQ","기계·장비","869","8","0.93","50518467725"
"068050","팬엔터테인먼트","KOSDAQ","오락·문화","4910","-110","-2.19","133787591620"
"222110","팬젠","KOSDAQ","제약","9260","230","2.55","98822071800"
"263750","펄어비스","KOSDAQ","디지털컨텐츠","126500","2100","1.69","8377019750000"
"251970","펌텍코리아","KOSDAQ","화학","17100","100","0.59","212040000000"
"087010","펩트론","KOSDAQ","제약","10350","-100","-0.96","213487928550"
"119500","포메탈","KOSDAQ","금속","4505","-95","-2.07","53371780160"
"022100","포스코 ICT","KOSDAQ","기타서비스","6410","60","0.94","974542612890"
"009520","포스코엠텍","KOSDAQ","금속","8000","-100","-1.23","333141624000"
"189690","포시에스","KOSDAQ","소프트웨어","7580","-20","-0.26","65746198780"
"318020","포인트모바일","KOSDAQ","일반전기전자","17600","100","0.57","222855987200"
"256630","포인트엔지니어링","KOSDAQ","금속","3180","25","0.79","183370158960"
"331380","포커스에이치엔에스","KOSDAQ","일반전기전자","2810","0","0.00","50744615420"
"141020","포티스","KOSDAQ","유통","108","0","0.00","18839533608"
"041020","폴라리스오피스","KOSDAQ","소프트웨어","2405","25","1.05","97813043120"
"114630","폴라리스우노","KOSDAQ","화학","4745","15","0.32","64408463925"
"123010","폴라리스웍스","KOSDAQ","반도체","1560","10","0.65","89734093800"
"290720","푸드나무","KOSDAQ","유통","32950","-1500","-4.35","224258820300"
"005670","푸드웰","KOSDAQ","음식료·담배","6910","50","0.73","69100000000"
"094940","푸른기술","KOSDAQ","정보기기","9180","110","1.21","76757523480"
"007330","푸른저축은행","KOSDAQ","금융","12600","0","0.00","190043280000"
"093380","풍강","KOSDAQ","금속","4370","50","1.16","43172597810"
"023900","풍국주정","KOSDAQ","음식료·담배","15450","350","2.32","194670000000"
"220100","퓨쳐켐","KOSDAQ","제약","17600","-200","-1.12","240169089600"
"035200","프럼파스트","KOSDAQ","화학","6270","0","0.00","61010799300"
"334970","프레스티지바이오로직스","KOSDAQ","제약","9360","-110","-1.16","441851801040"
"203690","프로스테믹스","KOSDAQ","제약","2725","-30","-1.09","124687683300"
"321260","프로이천","KOSDAQ","일반전기전자","3205","15","0.47","86317329220"
"053610","프로텍","KOSDAQ","반도체","25950","350","1.37","285450000000"
"377220","프롬바이오","KOSDAQ","음식료·담배","10450","100","0.97","147919750000"
"335810","프리시젼바이오","KOSDAQ","의료·정밀기기","10600","-50","-0.47","120172836000"
"053160","프리엠스","KOSDAQ","일반전기전자","18000","650","3.75","108000000000"
"367000","플래티어","KOSDAQ","소프트웨어","21400","-200","-0.93","176971729800"
"075130","플랜티넷","KOSDAQ","컴퓨터서비스","8720","280","3.32","78131200000"
"237820","플레이디","KOSDAQ","기타서비스","6460","60","0.94","82863324400"
"023770","플레이위드","KOSDAQ","디지털컨텐츠","11950","350","3.02","104007171550"
"300080","플리토","KOSDAQ","디지털컨텐츠","38600","-950","-2.40","201098704600"
"032580","피델릭스","KOSDAQ","반도체","1480","0","0.00","49035454720"
"051380","피씨디렉트","KOSDAQ","유통","25500","-1900","-6.93","195547668000"
"241820","피씨엘","KOSDAQ","제약","35800","-300","-0.83","367644412600"
"237750","피앤씨테크","KOSDAQ","일반전기전자","6910","80","1.17","44891506000"
"024850","피에스엠씨","KOSDAQ","반도체","1250","5","0.40","50717032500"
"319660","피에스케이","KOSDAQ","반도체","49950","-450","-0.89","737512749000"
"031980","피에스케이홀딩스","KOSDAQ","반도체","15350","-300","-1.92","330982763250"
"002230","피에스텍","KOSDAQ","의료·정밀기기","4935","-10","-0.20","97067714205"
"057880","피에이치씨","KOSDAQ","유통","1340","-150","-10.07","159201882500"
"043370","피에이치에이","KOSDAQ","운송장비·부품","10300","720","7.52","216300000000"
"239890","피엔에이치테크","KOSDAQ","화학","52600","-300","-0.57","240222411600"
"347740","피엔케이피부임상연구센타","KOSDAQ","기타서비스","17400","100","0.58","130546005600"
"137400","피엔티","KOSDAQ","기계·장비","42700","250","0.59","971049154600"
"128660","피제이메탈","KOSDAQ","금속","5310","-20","-0.38","131705889390"
"006140","피제이전자","KOSDAQ","의료·정밀기기","7760","10","0.13","116400000000"
"376180","피코그램","KOSDAQ","기타제조","17600","1150","6.99","53883772800"
"304840","피플바이오","KOSDAQ","제약","15600","-50","-0.32","175421064000"
"062970","피피아이","KOSDAQ","일반전기전자","4045","-15","-0.37","37651608325"
"087600","픽셀플러스","KOSDAQ","반도체","10800","0","0.00","88198826400"
"161580","필옵틱스","KOSDAQ","IT부품","10000","10","0.10","209530160000"
"347770","핌스","KOSDAQ","IT부품","27100","-350","-1.28","205284261500"
"163730","핑거","KOSDAQ","소프트웨어","26500","2050","8.38","244833871000"
"332710","하나금융14호스팩","KOSDAQ","금융","2110","10","0.48","9305100000"
"341160","하나금융15호스팩","KOSDAQ","금융","2140","5","0.23","10079400000"
"343510","하나금융16호스팩","KOSDAQ","금융","2115","-20","-0.94","8481150000"
"363260","하나금융17호스팩","KOSDAQ","금융","2810","0","0.00","19136100000"
"388220","하나금융19호스팩","KOSDAQ","금융","2100","0","0.00","13251000000"
"299030","하나기술","KOSDAQ","기계·장비","50000","950","1.94","373658500000"
"067310","하나마이크론","KOSDAQ","반도체","20200","-800","-3.81","645084555800"
"372290","하나머스트7호스팩","KOSDAQ","금융","2180","25","1.16","9382720000"
"166090","하나머티리얼즈","KOSDAQ","반도체","61100","-1900","-3.02","1205971881400"
"136480","하림","KOSDAQ","음식료·담배","2775","15","0.54","294731923050"
"003380","하림지주","KOSDAQ","금융","9280","40","0.43","856932089600"
"149980","하이로닉","KOSDAQ","의료·정밀기기","8070","-470","-5.50","113786959650"
"013030","하이록코리아","KOSDAQ","금속","16900","300","1.81","230063620800"
"126700","하이비젼시스템","KOSDAQ","의료·정밀기기","23050","-50","-0.22","344415681600"
"106080","하이소닉","KOSDAQ","IT부품","3110","0","0.00","76719035000"
"340120","하이제5호스팩","KOSDAQ","금융","2355","0","0.00","11822100000"
"377400","하이제6호스팩","KOSDAQ","금융","2130","15","0.71","11517975000"
"400840","하이제7호스팩","KOSDAQ","금융","2070","-5","-0.24","10598400000"
"221840","하이즈항공","KOSDAQ","운송장비·부품","4420","30","0.68","78217058140"
"106190","하이텍팜","KOSDAQ","유통","13200","-250","-1.86","93571922400"
"066130","하츠","KOSDAQ","일반전기전자","9250","-40","-0.43","118400000000"
"368770","한국9호스팩","KOSDAQ","금융","2705","5","0.19","13011050000"
"004590","한국가구","KOSDAQ","유통","6280","20","0.32","94200000000"
"039340","한국경제TV","KOSDAQ","방송서비스","7380","-30","-0.40","169740000000"
"034950","한국기업평가","KOSDAQ","기타서비스","80100","500","0.63","363695171400"
"222980","한국맥널티","KOSDAQ","음식료·담배","6680","30","0.45","70372430600"
"318000","한국바이오젠","KOSDAQ","화학","8490","-20","-0.24","69421244250"
"256840","한국비엔씨","KOSDAQ","제약","25100","-1650","-6.17","1293444063600"
"025550","한국선재","KOSDAQ","금속","5280","685","14.91","126240565440"
"017890","한국알콜","KOSDAQ","화학","11650","50","0.43","251707104000"
"080720","한국유니온제약","KOSDAQ","제약","10100","630","6.65","79827652800"
"063570","한국전자금융","KOSDAQ","기타서비스","5360","20","0.37","183031822080"
"041460","한국전자인증","KOSDAQ","소프트웨어","10850","-150","-1.36","206150000000"
"101680","한국정밀기계","KOSDAQ","기계·장비","1440","0","0.00","12101760000"
"039740","한국정보공학","KOSDAQ","유통","5320","160","3.10","42657872040"
"053300","한국정보인증","KOSDAQ","소프트웨어","6840","-230","-3.25","285750104040"
"025770","한국정보통신","KOSDAQ","통신서비스","9070","60","0.67","339619537970"
"023760","한국캐피탈","KOSDAQ","금융","862","0","0.00","272055454512"
"054040","한국컴퓨터","KOSDAQ","IT부품","5150","310","6.40","82767143500"
"050540","한국코퍼레이션","KOSDAQ","기타서비스","2820","0","0.00","14434336380"
"021650","한국큐빅","KOSDAQ","화학","4180","140","3.47","68345353340"
"053590","한국테크놀로지","KOSDAQ","운송장비·부품","1045","5","0.48","129535923990"
"032300","한국파마","KOSDAQ","제약","48500","-900","-1.82","528974998500"
"037230","한국팩키지","KOSDAQ","종이·목재","4820","-10","-0.21","120500000000"
"030520","한글과컴퓨터","KOSDAQ","소프트웨어","26550","-100","-0.38","669161686500"
"052600","한네트","KOSDAQ","통신서비스","6660","300","4.72","77014242000"
"256150","한독크린텍","KOSDAQ","기계·장비","10750","200","1.90","90224750000"
"092460","한라IMS","KOSDAQ","운송장비·부품","5030","120","2.44","88615859010"
"047080","한빛소프트","KOSDAQ","디지털컨텐츠","5140","10","0.19","127368357040"
"070590","한솔인티큐브","KOSDAQ","컴퓨터서비스","3035","35","1.17","42124346235"
"226440","한송네오텍","KOSDAQ","기계·장비","1650","30","1.85","95186216400"
"042520","한스바이오메드","KOSDAQ","제약","10700","-100","-0.93","108101896700"
"078350","한양디지텍","KOSDAQ","반도체","16700","-100","-0.60","254581179400"
"045100","한양이엔지","KOSDAQ","기타서비스","17100","750","4.59","307800000000"
"046110","한일네트웍스","KOSDAQ","컴퓨터서비스","7190","160","2.28","85950892130"
"024740","한일단조","KOSDAQ","운송장비·부품","2305","25","1.10","68899511040"
"005860","한일사료","KOSDAQ","음식료·담배","1930","20","1.05","76049112050"
"123840","한일진공","KOSDAQ","기계·장비","774","-17","-2.15","60608826198"
"007770","한일화학","KOSDAQ","화학","15800","150","0.96","55458000000"
"043090","한창바이오텍","KOSDAQ","유통","1575","-10","-0.63","58630521600"
"079170","한창산업","KOSDAQ","금속","8340","40","0.48","43368000000"
"086960","한컴MDS","KOSDAQ","소프트웨어","23350","-100","-0.43","206614996800"
"054920","한컴위드","KOSDAQ","소프트웨어","9500","-200","-2.06","268062269500"
"002680","한탑","KOSDAQ","음식료·담배","1255","10","0.80","35478834940"
"066110","한프","KOSDAQ","정보기기","1130","0","0.00","86834027360"
"386580","한화플러스제2호스팩","KOSDAQ","금융","2310","-5","-0.22","9609600000"
"034810","해성산업","KOSDAQ","금융","13600","-100","-0.73","358445652800"
"03481K","해성산업1우","KOSDAQ","금융","23700","-1500","-5.95","23700000000"
"076610","해성옵틱스","KOSDAQ","IT부품","1100","35","3.29","89781723900"
"059270","해성티피씨","KOSDAQ","금속","7400","-160","-2.12","70004000000"
"220180","핸디소프트","KOSDAQ","소프트웨어","3465","5","0.14","67248720000"
"900270","헝셩그룹","KOSDAQ","금융","425","3","0.71","34000000000"
"084990","헬릭스미스","KOSDAQ","기타서비스","25450","-500","-1.93","872062421300"
"170030","현대공업","KOSDAQ","운송장비·부품","8310","290","3.62","127475400000"
"319400","현대무벡스","KOSDAQ","기계·장비","2960","25","0.85","311102879040"
"048410","현대바이오","KOSDAQ","화학","23550","-1350","-5.42","910436453100"
"052260","현대바이오랜드","KOSDAQ","화학","16550","200","1.22","248250000000"
"016790","현대사료","KOSDAQ","음식료·담배","14950","-50","-0.33","91949765700"
"041440","현대에버다임","KOSDAQ","기계·장비","5090","10","0.20","91192154960"
"039010","현대에이치티","KOSDAQ","통신장비","9630","10","0.10","83058750000"
"090850","현대이지웰","KOSDAQ","기타서비스","10550","0","0.00","250524108550"
"092300","현우산업","KOSDAQ","IT부품","5280","-40","-0.75","91163001600"
"053660","현진소재","KOSDAQ","금속","400","0","0.00","21280401200"
"138360","협진","KOSDAQ","화학","4480","0","0.00","155061688320"
"011080","형지I&C","KOSDAQ","섬유·의류","1565","50","3.30","61056360685"
"060560","홈센타홀딩스","KOSDAQ","유통","1275","45","3.66","162778644375"
"064240","홈캐스트","KOSDAQ","통신장비","4645","-30","-0.64","153725141620"
"039610","화성밸브","KOSDAQ","기계·장비","5600","70","1.27","58298240000"
